City,Landmark,Full_Adress,Time
Mysore," MALL OF MYSORE, MYSORE"," THIRD FLOOR,FOOD COURT,MALL OF MYSORE,INDRANAGAR EXTN, NAZARABAD MOHALLA,NEAR MYSORE ZOO, M.G. ROAD,MYSORE, KARNATAKA-570010, PH.NO.08212431100",11 AM to 11 PM 
Mysore, VISHWAMANAVA DOUBLE ROAD," Ground Floor,Door/Property No. MIG - 12, Block No. 09,Vishwamanava Double Road,Thonachikoppal – Saraswathipuram Extension,Chamaraja Mohalla, Mysore,Karnataka (KA) – 570023, Phone no-0821-4240888",11 AM to 11 PM 
Mysore, VIJAYANAGARA MYSORE, Ground Floor Site No 5490 Mysore City Devaraja Mohalla Vijayanagara IInd Stage Mysore 570017 Karnataka,11 AM to 11 PM 
Mysore," THE FORUM CENTER CITY MALL, MYSORE, KARNATAKA"," Counter No.1,Food court,Second floor,Abba Road,(also known as Hyder AliRoad)Nazariabad Mohalla,Mysore 570010,Karnataka",11 AM to 11 PM 
Mysore, DR. RAJ KUMAR ROAD MYSORE," First Floor, S. NO. HIG-B 16 & 17,4th Stage, Kalyangiri, Kyathamaranahalli,Nazarbad Mohalla, Mysuru-570019, ph.NO-9311789789",11 AM to 11 PM 
Mysore, SRIRAMPURA MYSORE KARNATAKA , First Floor Site bearing No 9 Block No 28 2nd Stage Srirampura Madhuvana House Building Co Operative Society Limited Chamaraja Mohalla Mysore Karnataka 570023,11 AM to 11 PM 
Mysore," J.P. Nagar, Mysore, Karnataka"," Ground Floor,  Survey. No 07,  3Rd Stage, Industrial Suburb,  Fort Mohalla, Fort Mohalla,  Visveswara Nagar, Mysore City, Mysore, Karnataka, 570008",11 AM to 11 PM 
Nagaon," Nagaon, Ground Floor, Dr Huge Road, Nagaon"," Dr Huge Road, -, New Mission Market, Nagaon, Assam, 782001",11 AM to 11 PM 
Nagercoil," R.J.A. Plaza, Nagercoil, Tamil Nadu"," R.J.A. Plaza ,  Ground Floor ,  No 404 C, T.S. No.P7/108,  Assessment No. 150/046/00149, Ward No.46,    K.P. Road, Nagercoil, Nagercoil, Tamilnadu, 629001",11 AM to 11 PM 
Nagpur, MADHAV NAGAR," PLOT NO.1MADHAV NAGARMATE SQUARENAGPUR,NAGPUR - 440010 PH.NO. 712-2227001/ 2227002/ 2227003/2227051/ 2227052/ 2227053/ 2227054/ 2227055",11 AM to 11 PM 
Nagpur," SHENDRE PALACE, LAKADGANJ"," SHOP NO 19,20,21SHENDRE COMPLEXCHAPRU SQUARECENTRAL AVENUE ROAD,NAGPUR - 440008 PH.NO. 712-2772666/ 2772612/ 13/ 14/ 15/ 16/ 17",11 AM to 11 PM 
Nagpur, SADAR MOUNT ROAD," 120 GROUND FLOORKAVERI BULIDINGSADARNAGPUR,NAGPUR - 440010 PH.NO. 712-2521212/ 2530281/ 82/ 3/ 84/ 85/ 86/ 87",11 AM to 11 PM 
Nagpur, POONAM CHAMBERS," SHOP NO - 23,24,27,28,29, GROUND FLOOR, POONAM CHAMBERS, BYRAMJI TOWN, CHAONI, NAGPUR-440013, PH-NO:0712-2588000",11 AM to 11 PM 
Nagpur," FUTALA LAKE, NAGPUR"," Ground Floor, B-2/R-5, R6, Futala Lake",11 AM to 11 PM 
Nagpur," KATOL ROAD,NAGPUR"," Shop No.2&3A,Ground Floor,Plot no 3,4&5,Sunshine Apartments,Pioneer K.T.Nagar,Katol Road,Nagpur,Maharashtra–440013",11 AM to 11 PM 
Nagpur, WARDHA ROAD," GROUND FLOOR, PLOT NO -22 A,HOUSE NO-1869 A,PARYAVARAN NAGAR,SOMALWADA SQUARE,NAGPUR,440025, PH.NO.0712-2289999",11 AM to 11 PM 
Nagpur, THAUKAR COMPLEX NAGPUR, Ground Floor Plot No 2Thaukar Complex Central Road Scheme Section 3rd  NIT Hiwari Nagar Nagpur Shivaji Gruh Nirman Socity Hiwari Nagar C S No 486 Nagpur 440008,11 AM to 11 PM 
Nagpur," ETERNITY MALL, NAGPUR"," Shop no 4, ground floor, Eternity mall, Sitabuldi Nagpur-440012",11 AM to 11 PM 
Nagpur," MANEWADA ROAD,NAGPUR", Deotare Plaza Ground FloorPlot No 7&8 Welekar NagarManewada Road NagpurMaharashtra PIN 440027,11 AM to 11 PM 
Nagpur, HINGNA ROAD NAGPUR, Shop No G 5 G-6& G-102Upper Ground FloorPioneer Society Hingna Road Nagpur Maharashtra PIN-440022,11 AM to 11 PM 
Nagpur," SHIVAJI NAGAR, NANDED, MAHARASHTRA", No 1 Ground Floor Bharati Metal Rolling Mills C 113 Co-oprative Industrial Estate Shivaji Nagar Nanded Maharashtra 431602 02462-255550,11 AM to 11 PM 
Nagpur, KORADI NAGPUR,   KORADI NAGPUR Shop No 4 First Floor AJ Tower Plot No 10 KH No 112/1  Of Mouza Zingabai Takli Layout Sant Danyaweshwar Co Housing Society Taluka and District Nagpur 440030,11 AM to 11 PM 
Nagpur," Manish Nagar, Nagpur"," Ground Floor,  Shop No. 1,  2 & 3, Plot No. - R 5,  Khasra No. 38/2 And 38/3, Shriram Residency,  Rajeshwari Park, Manish Nagar,  Besa Nagpur, Nagpur, Maharashtra, 440034",11 AM to 11 PM 
Nagpur," Prime 9, Dharampeth"," Shop No 1,  Ground Floor,  Prime 9, Plot No 4,  City Sy. No-81,  Nnc House No 166, Bhagwandas Layout, Ward 71,  Dharampeth, Nagpur, Maharashtra, 440010",11 AM to 11 PM 
Naharlagun, Naharlagun," Ground Floor,  Hotel Tosum, A- Sector,  Naharlagun, District Papum Pare, 0, Naharlagun, Arunachal Pradesh, 791110",11 AM to 11 PM 
Nainital," MALL, ROAD, NANITAL (UTTARAKHAND)"," Jagati Hotel, Mall Road",11 AM to 11 PM 
Nanded, LAXMAN SINGHJI ARCADE NANDED, Shop No 1 Ground Floor Laxman Singhji Arcade Sant Hazura Singhji Marg Near Gurudwara Sanchkand Nanded-431601,11 AM to 11 PM 
Nasik, DSOUZA COLONY," DSOUZA COLONY, GROUND FLOOR, SURVEY #712/2A+2D/118, PLOT NO. 118, COLLEGE ROAD,,NASIK - 422005 PH.NO. 0253-2315833 / 34 / 35 / 36 / 37 / 38",11 AM to 11 PM 
Nasik, BYTCO POINT," GROUND FLOOR, SHOP NO.9 10 11PLOT NO 8 & 9RAJ BUILDING,BYTCO PONITNASIK ROAD,MUMBAI - 422101 PH.NO. 0253-2465800/ 2465502/ 03 / 04 / 05 / 06/ 07 / 08.",11 AM to 11 PM 
Nasik," SATVIK, NEAR PURNIMA BUS DEPOT"," Satvik Near Purnima Bus Depot Nashik Shop No 5 Ground Floor Satvik Hotel Near Purnima B  Nasik,Phone Number -02532593999",11 AM to 11 PM 
Nasik," JAI PLAZA, NASHIK, MAHARASHTRA", Shop Nos 11 13 on the Upper Ground Floor & Shop Nos 10-14  on the Lower Ground Floor S No. 927 part Jai Plaza Margashirsh Sector Mumbai Agra Road New CIDCO Nashik 422009Maharashtra,11 AM to 11 PM 
Nasik, DEOLALI CAMP NASHIK MAHARASHTRA, Shop No 4 5 6 B-1 Ground Floor Hari Niketan 2 Survey Number 24/A/1 Old Coronotion Hotel  andmark Sansari Village Lam Road Deolali Camp Nashik Maharashtra- 422401,11 AM to 11 PM 
Nasik, IGATPURI NASIK, Shop No 9  Kitchen No  9  Food Hills  Gat No  420  NH 3 IOC Pump Mauje Borthemba  Taluk Igatpuri  District Nashik  422402  Maharashtra,11 AM to 11 PM 
Nasik, CITY CENTER MALL NASIK, SHOP UNIT NO FC 1 ON THE THIRD FLOOR NASIK CITY CENTRE PLOT NO 117 TO 133 SURVEY NO 747 1 2 748 748 A 1 2 749 F P NO 529 TPS II LAWATE NAGAR UNTWADI ROAD NASIK MAHARASHTRA 422002,11 AM to 11 PM 
Nasik," Pokar Arcade, Panchvati, Nashik"," Gr Floor,  Shop No. 1,  Pokar Arcade,  Opp,  Sai Baba Mandir, Dindori Road,  Marshul, Nashik, Nashik, Nashik, Maharashtra, 422004",11 AM to 11 PM 
Navsari, LUNSIKUI ROAD," SHOP NO 6, 7 & 8, GROUND FLOOR, PREM RESIDANCY CO. OP HOUSING SOCIETY LIMITED, A WING, LUNSIKUI ROAD, NEAR SHARBATIYA LAKE, NAVSARI-396445, PH.NO.02637-242990-99",11 AM to 11 PM 
Nawanshahr, AJ TOWER NAWANSHAHR PUNJAB," Correspondence address shall be: AJ Tower, Ground FloorBanga Road, Nawanshahr, Distt. S.B.S. Nagar Pin-144514 Punjab",11 AM to 11 PM 
Neemuch," TAGORE MARG, NEEMUCH (M.P.)", Ground Floor Plot no 46 Plot no 46/2 & 46/4 Patel Plaza Tagore Marg Neemuch MP PIN-458441,11 AM to 11 PM 
Nellore, RAMAMURTHY NAGAR," Ground Floor,old NO-479,New No-617, Mini By-Pass Road, Ramamurthy Nagar, Nellore, Andhra Pradesh 524001",11 AM to 11 PM 
Nellore," MGB FALICITY MALL, NELLORE, ANDHRA PRADESH", Felicity Mall3rd Floor Food Court No 224-1-1500 Obulreddy Nagar Dargamitta Nellore 524003,11 AM to 11 PM 
new panvel," KALPATARU ARCADE,PANVEL(E)"," SHOP NO. 14 15 & 16, GROUND FLOORKALPATARU ARCADEPLOT NO 30SECTOR-4,NEW PANVEL,NEW PANVEL - 400206 PH.NO. 022-27483777/ 27481742/ 1746/ 1750/ 1755/ 1756/ 1758/ 1763",11 AM to 11 PM 
Nizamabad," Venu Mall ,Nizamabad"," Ground Floor,  Shop No. G-2,  Venu Multiplex And Mall, Survey No.223,  Bearing Door No. 5-6-661, Ward No. (5) Block No. (6)  Phulong Road, Devi Theater 'X' Road,  Hyderabad Road, Nizamabad, Nizamabad, Telangana, 503001",11 AM to 11 PM 
Ooty, OOTACAMUND TOWN-OOTY," NO.62. COMMERCIAL ROAD, NEXT TO CHELLARAM SUPERMARKET & NAHAR HERITAGE HOTEL OOTACAMUND TOWN, DISTRICT NILGIRI,,OOTY - 643001 PH.NO. 4542-2224400",11 AM to 11 PM 
Palakkad, VICTORIA COLLEGE ROAD PALAKKAD KERALA, 16/530 (1) DARSH ARCADE College road Palakkad-678001 ph-no. 0491-2524888,11 AM to 11 PM 
Palampur, GRAND PLAZA PALAMPUR HIMACHAL PRADESH, Ground Floor Shop No 47 & 48 Grand Plaza Palampur Himachal Pradesh Pin code 176061 ,11 AM to 11 PM 
Palanpur," SHILP ARCADE, PALANPUR, GUJARAT"," Shop no. 73 To 78,Shilp Arcade,Plot numbers 3,4 &5, Talula Palanpur,District Banakantha,Opposite Bihari Baug, Near Dharti resort, Abu Road Highway,Palanpur - 385001,Gujarat",11 AM to 11 PM 
panchkula, SECTOR 9 PANCHKULA," SCO-354,SECTOR-9,,PANCHKULA - 134109 PH.NO. 0172-2587801/ 02/ 03/ 04/ 05/ 06/ 07/ 08/ 5057134",11 AM to 11 PM 
panchkula," SECTOR-20, PUNCHKULLA"," GROUND FLOOR AND BASEMENT,SHOP NO. – SCO 401SECTOR-20, URBAN ESTATE,PUNCHKULLA - 134116 PH.NO. 0172-4240444",11 AM to 11 PM 
panchkula, SECTOR-5," GROUND FLOOR SHOP NO. SCO 121 SECTOR-5 MDC URBAN ESTATE  PANCHKULA HARYANA-134109 PH.NO: 172-4677915-17,172-4677910-14",11 AM to 11 PM 
panchkula, PANCHKULA SECTOR 25," SCO 118 Ground Floor and First Floor Sector-25 Panchkula Haryana-134112,0172-2553335/36 ",11 AM to 11 PM 
panchkula," Sector: 14, Panchkula, Haryana"," Ground Floor, Sco: 204,  Sector: 14, Panchkula, Panchkula, Panchkula, Haryana, 134113",11 AM to 11 PM 
Panipat, PANIPAT SEC 11-12," SCF 36, SEC-11/12 HUDA PHASE 1, NEAR ANGEL MALL ,,PANIPAT - 132103 PH.NO. 0180-2671960/61/62/63/64/65/66/67",11 AM to 11 PM 
Panipat, Model Town Panipat," Ground Floor1 17L,  Model Town Panipat 132102, 0, 0, 0, Panipat, Haryana , 132102",11 AM to 11 PM 
Pathankot," CITY CENTRE MALL, PATHANKOT"," Upper Ground Floor & First Floor, Near Mohan Market, Dalhousie Road Pathankot-145001 (Punjab) PH-1865081040",11 AM to 11 PM 
Patiala," NEW LEELA BHAWAN, PATIALA"," SHOP# 114-115,NEW LEELA BHAWAN,PATIALA - 147001 PH.NO. 0175-2214360/61/62/63/64/65/ 5000555 ,5001666",11 AM to 11 PM 
Patiala, RAJPURA ROAD," Ground Floor, SCO-110Phase-2, Urban EstateRajpura RoadPATIALA-147002PH.NO-01752282222",11 AM to 11 PM 
Patiala," PRIME HUB, RAJPURA, PUNJAB","  Ground Floor Shop No 14 Prime Hub Pehar Kalan & Niamatpur, Rajpura Punjab-140401",11 AM to 11 PM 
Patiala," Karm Complex, Patiala"," Ground Floor,  Karm Complex, Khewat/Khatuani No. 1369/3707, Sirhind Road,  Near Jaggi Sweat, Patiala, Patiala,  Punjab-147003., Patiala, Punjab, 147003",11 AM to 11 PM 
Patna," SHAHI BUILDING, EXHIBITION ROAD"," GROUND FLOOR, MUNICIPALITY NO. 396C SHAHI BUILDING, EXHIBITION ROAD,PATNA - 800001 PH.NO. 9065514830-35",11 AM to 11 PM 
Patna, P & M MALL," RTA01, 3rd Floor, Food Court, P & M MallPlot No. C – 20 and C – 21 DighaMainpura, P.S. Patliputra,PATNA-600013PH.NO. 0612-2265449-56",11 AM to 11 PM 
Patna," KANKARBAGH,P C COLONY"," PLOT NO.DS-22, JAGDEVA PLAZA, LOHIA NAGAR, KANKARBAGH MAIN ROAD, PATNA-800020, PH.NO.0612-6690300",11 AM to 11 PM 
Patna," RAJABAJAR, BAILEY ROAD"," SHOP NO. 1, GROUND FLOOR,PLOT NO. 859,MAUZA KHAJPURA,PATNA SADAR REVENUE DISTRICT,BAILEY ROAD, PATNA-800014.PH-6122591070",11 AM to 11 PM 
Patna," PAHARPUR, PATNA"," Shop no.01,First Floor,Plot no 95 & 98 Mauza Pahapur,P.S.Phulwari Sharif at present P.S.Gardaniagh Tauzi No.5141,Thana no. 14, Khata no.20& 31,Patna(Bihar)",11 AM to 11 PM 
Patna, PATNA CITY CHOWK," Shop no 01 Ground floorplot no764,765Ward no26/32Patna city Chownk Ashok rajpathPatna Bihar 800009",11 AM to 11 PM 
Patna, BORING ROAD (PATNA), Raj Tower Boring Road Crossing Patna Bihar 800001,11 AM to 11 PM 
Patna," MAHENDRU,PATNA"," Upper Ground Floor,Shop No.1,Opposite GW Hostel,Baksaria Tola, Sona Kutir,Mahendru,Ashok Rajpath,Patna, Bihar – 800006",11 AM to 11 PM 
Patna, KUMHRAR(BHOOTHNATH RD) PANDAY MOTORS," Ground Floor and First Floor,Pandey Motors Campus,Bhoothnath Road,Kankarbagh,Patna,Bihar- 800026",11 AM to 11 PM 
Patna, Patna One Mall," Unit-02, 4thFloor (Food court), Patna One Mall, Municipal Holding No.177 (old), New 139, Dak Bungalow Crossing, Beside Lok Nayak Jai Prakash Bhawan",11 AM to 11 PM 
Patna," RC Western Mall, Danapur, Patna"," Ground Floor, RC western  Mall, Opposite RPS More, Mauza – Saguna, Danapur, Bailey Road, Patna -801503",11 AM to 11 PM 
Patna," Kurji, Patna"," Ground Floor,  Shop No. 1,  2 & 7, Universal Tower,  Kurji,  Patna, Danapur Main Road, 0, Patna, Bihar, 800010",11 AM to 11 PM 
Patna, Rakhi Complex," First Floor, Plot No 695, Ashiyana - Digha Main Road, Patna, Bihar, 800014",11 AM to 11 PM 
Patna," Ambition Ojha Plaza, Patna, Bihar"," First Floor, Ambition Ojha Plaza, Kadamkuan, Patna, Bihar, 800003",11 AM to 11 PM 
Patrasi," MILES, RAJPURA ROAD(PUNJAB)"," Ground Floor,Miles Mall,Rajpura Road NH-1,Village- Patrasi,Tehsil-Fatehgarh Sahib,Punjab-140406",11 AM to 11 PM 
Phagwara," PHAGWARA,PUNJAB"," Plot No 485,Guru HarGobind Nagar,Phagwara,Tehsil Phagwara,District Kapurthala( Punjab ) India,Pin-144401",11 AM to 11 PM 
Pinjore, PINJORE HARYANA, Ground Floor H B No 115 Hadud Nagar Tehsil Kalka Dist Panchkula Pinjore Haryana 134102 Phone number  01733 233234-41,11 AM to 11 PM 
Pondicherry," MISSION STREET,PONDICHERRY"," First & Second Floor,T.S. No. 120, and 121, R.S. No. 239 pt,Ward “C” Block No.13, of a combined extent of 95.55 sq meters or 1028 sq ft,Village No. 40, Puducherry Revenue Village, in Anantha Rangapillai Street and Mission Street within the limits of Puducherry R.D, Puducherry S.R.D,Puducherry Municipality -605001, Phone No-04134346888",11 AM to 11 PM 
Pondicherry, GKM ARCADE PUDUPALAYAM PUDUCHERRY, Ground Floor GKM ArcadeTS No 72 73 74 75 76ECR 100 Feet Road Near Indiragandi Statue Eliaipillacichavady Annanagar Puducherry 600505,11 AM to 11 PM 
Puri, VIP ROAD-PURI," HOTEL SEA POINT SHOP NO. 1, GROUND FLOOR, PLOT NO. 223, VIP ROAD, HARIHAR CHOWK BESIDE CIRCUIT HOUSE PURI 752001 06752255101-104",11 AM to 11 PM 
Purnia," HOTEL SHREE NAYAK, PURNIA, BIHAR"," Hotel Shree Nayak,Vardhaman Hata,NH-31,Purnia Bihar",11 AM to 11 PM 
Purulia," Purulia, West Bengal"," Ground Floor,  57/1/C,  Deshbandhu Road,  P.P & P.S. Purulia, Opposite Pantaloons, District Purulia,  West Bengal , Purulia, West Bengal, 723101",11 AM to 11 PM 
Raebareli," SHRI VINAYAK COMPLEX,RAEBARELI,UTTAR PRADESH"," Domino’s Pizza,Ground & First Floor Shri Vinayak Complex,Plot No.B-2,Firoz Gandhi Nagar,Civil Lines Raebareli- 229001 Uttar Pradesh Phone no 0535-2700578",11 AM to 11 PM 
Raigad," NATIONAL PARADISE,PANVEL,RAIGAD"," Shop No.24 & 25,National Paradise,Takka,Panvel: 410206",11 AM to 11 PM 
Raigarh," GSM MALL, RAIGARH (CG)", GSM MALL RAIGARH (CG) Shop No. GF1 GF 2 Ground Floor F1 First Floor Near Gouri Shankar Mandir Chownk Raigarh Chattisgarh Pin- 496001,11 AM to 11 PM 
Raipur, RAIPUR LABHANDI  G E ROAD," MAGNETO THE MALL, SHOP NO-G1NH 6, LABHANDI, G E ROAD, OPP CITY MALLRAIPUR",11 AM to 11 PM 
Raipur, DEVENDAR NAGAR CITY CENTER MALL," GROUND FLOOR,CHATTISGARH CITY CENTRE,DEVENDAR NAGAR,PANDHRI ROAD,RAIPUR-492001,PH.NO.0771-6617777",11 AM to 11 PM 
Raipur, G E ROAD," SLT Water Front,Opp. Telibandha Lake, Beside Telibandha Gurudwara, Gaurav Path, G. E. Road, RAIPUR, CHATTISGARH - 492006 PH NO :0771 - 2472222",11 AM to 11 PM 
Raipur," PRATHVI PACIFIC, TATIBAND-RAIPUR "," Groud Floor(Part) and First Floor(Part), Parthivi Pacific Commercial Complex,Tatibandh, G.E. Road,RAIPUR-492099, PH.NO.0771-6611700",11 AM to 11 PM 
Raipur, TIKRAPARA," Ground Floor, Kh. No. 464/83 (P), Opp. Colors Mall, Tikarpara, Ravindra Nath Tagore Ward, Raipur, Chhatisgarh-492001",11 AM to 11 PM 
Raipur," G.E. ROAD, RAJNANDGAON"," Manokamna,Upper Ground Floor,Korin Bhata, PH No–24,Khasra No–179/5,179/11,Rajnandgaon,Chhatisgarh–491441",11 AM to 11 PM 
Raipur, AMBUJA CITY CENTER (RAIPUR)," First Floor, City Center Raipur, Counter No. 11, Khasra No. 773, 773/941, 773/942, 774/1,Vidhan Sabha Road, Mowa",11 AM to 11 PM 
Raipur, RAILWAY STATION  RAIPUR  CHHATTISGARH, SHOP NO 11 GROUND FLOOR MULTIFUNCTIONAL COMPLEX RAILWAY STATION RAIPUR CHHATTISGARH 492001,11 AM to 11 PM 
Raipur," Sundernagar, Raipur"," Upper Ground Floor,  106 At Kankali Para, Ward No. 59,  Lakhe Nagar, Sunder Nagar Road, Raipur. Chhattisgarh-492001, Raipur, Chattisgarh, 492013",11 AM to 11 PM 
Rajkot, RADHIKA HOUSE RAJKOT," GROUND FLOOR,SHOP NO 1 RADHI KA HOUSE PLOT NO 23 & 24 KALAWAD ROAD,RAJKOT RAJKOT,RAJKOT - 260002 PH.NO. 0281-2576472 / 73/ 74/ 75/ 2576545/ 46/ 2576580/ 81",11 AM to 11 PM 
Rajkot," A.V. NAGAR, RAJKOT"," Shop Number 4, 4A, 5 and 5A, Ground Floor, A V Nagar Boarding Building, Opposite Virani High School, Tagor Road, Rajkot - 360002",11 AM to 11 PM 
Rajkot," Maliya Highway, Rajkot"," Ground Floor, Shop No. B, Avadh Fast Food, Village and Taluka Maliya, National Highway 27, District Rajkot",11 AM to 11 PM 
Rajkot, Reliance Mall Rajkot Gujarat, Unit No  FCZ03 & FCZ04 Second Floor Reliance Mall 150 ft Ring Road Nana Mawa Sy No 30 31 32 & 34 TP Scheme No 3 Rajkot 360005 Gujarat,11 AM to 11 PM 
Rajkot," The Staus, Rajkot"," ""Gf Shop No .1,  Mavdi Main Road, Nr, Anand Bunglow Chowk,  Rajkot,  Mavdi Main Raod, Unassigned, Rajkot, Gujarat, 360004""",11 AM to 11 PM 
Rajpura," CALIBER MARKET, PATIALA ROAD, RAJPURA, PUNJAB", Shop No 7B & 8B Ground Floor Caliber Market Rajpura 140104 Punjab,11 AM to 11 PM 
Ramnagar," BANGALORE- MYSORE HIGHWAY, RAMNAGAR, (KARNATAKA)"," No 267/1, Ground and First Floor, 67 Mile Stone, Channapatna, Bangalore Mysore Highway, Ramnagar District, Mudagere",11 AM to 11 PM 
Rampur, Shaukat Ali Road Rampur Up," 109 First Floor , Shaukat Ali Road , Mohsin -E- Azam Colony Jwala Nagar, 0, Rampur, Uttar Pradesh, 244901",11 AM to 11 PM 
Ranchi, MAIN ROAD-RANCHI(JHARKHAND)," Plot No.1789, Ward No.27, Thana No.209,/ Village- Hindpiri, P.S. Hindpiri/ Main Road- Ranchi/ Jharkhand: 834001 / PH.NO. 0651-2332641 / 42 / 43 / 44 / 45 / 46 / 47 / 48",11 AM to 11 PM 
Ranchi," ANAND COMPLEX, HAZARIBAGH ROAD"," Shop No. G 11, Ground Floor, Anand  Complex, Hazaribagh Road, Plot No. 2207, Behind Lalpur Thana, Mohalla Tharpakhna, RANCHI - 834001. PH NO 0651 2219040-47",11 AM to 11 PM 
Ranchi, AMAN ARCADE HARMU ROAD RANCHI JHARKHAND,  First Flr  Aman Arcade  M S Plot No 188 Sub plot no 188-B Harmu Road Ranchi Jharkhand  Pin code 834001,11 AM to 11 PM 
Ranchi, BARIATU RANCHI, ground floor kusum Niketan mauza-baragain thane no-184 holding  2157 & 2158 District ranchi Beside Dr K K sinha  booty road bariatu Ranchi 834009 jharkhand phone no. 0651-2545230-6,11 AM to 11 PM 
Ranchi, Nucleus Mall Ranchi Jharkhand, FC 011 A Third Floor Nucleus Mall MS Plot No 1690 Holding No 587 Mauza Hatma Thana No 200 Ward No 19 Circular Road Lalpur District Ranchi 834001 Jharkhand,11 AM to 11 PM 
Ranchi, Piska More Ranchi," Ground Floor,  Vijeta Enclave, Itki Road,  Piska More, Near Mahindra Showroom, Piska More,  Ranchi, Ranchi, Jharkhand, 834005",11 AM to 11 PM 
Ranchi, Hinoo Road Ranchi," Ground Floor,  Sushila Niwas, Near World Of Titan,  , Plot No. 468, Khata No. 216,  Hinno Road,  Ranchi,  Jharkhand-834002, 0, Ranchi, Jharkhand, 834002",11 AM to 11 PM 
Ratangiri," MALNAKA,RATNAGIRI,MAHARASHTRA"," Vihar Deluxe hotel,Ground floor,870 Main Road,Malnaka,Ratnagiri - 415612,Maharashtra",11 AM to 11 PM 
Ratlam," SUBHASH MARG,RATLAM(M.P.)"," Front part of Ground Floor,685/1,1/1,Gayatri Cinema,Subash Marg,Mission Hospital Road,Ratlam,Madhya Pradesh-457001ph no-07412403983-81",11 AM to 11 PM 
Rewa," SPS MALL,REWA(M.P.)"," Ground Floor,SPS Mall,Ward No–12,NH-7 Main Road,Urahat,Rewa,Madhya Pradesh–486001",11 AM to 11 PM 
rewari, BMG MALL," GROUND FLOOR, SHOP NO.45, SHOPPING MALL CUM MULTIPLEX, CIRCULAR ROAD, OPPOSITE SECTOR-5, REWARI-123401, PH-",11 AM to 11 PM 
Rishikesh," CITY CENTRE,RISHIKESH"," Shop No. GF-A1,Ground Floor,City Centre,Khewat No.1,Khasra No.53,Municipal No.16Rishikesh 249201,Uttarakhand Phone 0135-2436040",11 AM to 11 PM 
Rohtak, SKY TECH MALL," SHOP NOS G36, G36A,G37, G38 AND G39,GROUND FLOOR, SKY TECH MALL, ROHTAK, HARIYANA-462202, PH.NO.01262-274303/12",11 AM to 11 PM 
Rohtak," Liberty Jop Square Mall,Rohtak ,Haryana"," Shop No . G-O1 Ground Floor & F--01 First Floor, Liberty Jop Square Mall, Delhi -Rohtak Road , Arjun Nagar, Rohtak-124001, Rohtak, Haryana, 124001",11 AM to 11 PM 
Rongpo," RONGPO,SIKKIM"," Ground Floor,Upper Bazar,04-Upper bazaar Ward,Near Axis bank,Rangpo,East Sikkim-737132PH-03592240107/08/09/10/11/12",11 AM to 11 PM 
roorkee, CIVIL LINES," GROUND FLOORNO. 1068 (NEW) AND 321 (1-2) (OLD), 8,CIVIL LINESROORKEE,ROORKEE - 247667 PH.NO. 01332-275419/ 420",11 AM to 11 PM 
ropar, BELA CHOWK RUPNAGAR, Shop No 3039/A Bela Chowk Ropar Punjab Pin Code 140001 PH-01881-227807,11 AM to 11 PM 
rourkela, KACHERI ROAD," CHOUDHARY COMPLEX, OPP. EMPLOYMENT EXCHANGE, KACHERI ROAD, UDIT NAGAR, ROURKELA, ORISSA-769012, PH.NO.0661-2500931, 2500932-38",11 AM to 11 PM 
rudrapur," SGAD COMPLEX, RUDRAPUR"," Shop No 27, First FloorSGAD ComplexNainital Road, RudrapurDistrict, Udham Singh NagarRUDRAPUR-263153PH.NO-05944-240532",11 AM to 11 PM 
Sagar, CIVIL LINES WARD SAGAR MP, Ground Floor & First FloorPlot No 57 Block No 7Civil Lines WardSagar Madhya Pradesh PIN 470001,11 AM to 11 PM 
Saharanpur, KAMAL COLONY," GROUND FLOOR AND BASEMENT AT SHOP NO 2 (FRONT SIDE), KAMAL COLONY, DELHI ROAD,,SAHARANPUR - 247001 PH.NO. 0132-2764801",11 AM to 11 PM 
Salcette," PRESTIGE MANOHAR,SIOLIM,GOA"," Ground floor Shop No.S-10 & S-11,Prestige Manohar Building,Survey Nos:81/26,81/23 & 81/22,Village Siolim North Goa.Pin code: 403517,Goa",11 AM to 11 PM 
Salem," PUDUR VILLAGE, (SALEM), TAMIL NADU"," GROUND FLOOR, SHOP NO. G1, CITY CENTRE S. NO. 186/6 SARADHA COLLEGE MAIN ROAD OPPOSITE SARADHA COLLEGE,SALEM - 600016 PH.NO. 427-2334100",11 AM to 11 PM 
Samastipur, Samastipur," Ground Floor,  Below Idbi Bank, Mauza- Karimabad Alias Magardahi Mohan Road, , Samastipur , Bihar, 848101 ",11 AM to 11 PM 
Sambalpur," CITYCENTER MALL, FARM ROAD"," Shop no-6&7, K.K HOMES, FARM ROAD, SAMBALPUR, ORISA-768002, PH.NO:0663-2533864/71.",11 AM to 11 PM 
Sangli, VENKATESH ASSET SANGLI," SHOP NO. G-4, GROUND FLOOR, VENKATESH ASSET, C.T.S. NO. EXTN 515SANGLI MIRAJ ROAD,OPPOSITE CHURCHSANGLI,,SANGLI - 416 416 PH.NO. 233-2321666 / 2321632 / 2321634 / 2321638 / 2321639 / 2321688",11 AM to 11 PM 
Sangrur," SANGRUR,PUNJAB"," Ground Floor CLTowers,Nankiana Chowk,Sangrur,Punjab,Pin-148001",11 AM to 11 PM 
